1,1,2363469,2393839
1,1,9497267,4275931
1,1,1733866,5816697
1,1,8691849,8939351
1,1,9964647,4365740
1,1,2227141,3153890
1,1,3368763,3407716
1,1,8876797,8669089
1,1,9836810,3420305
1,1,873301,2743017
1,1,2772824,8682694
1,1,1135799,9195296
1,1,5705259,599313
1,1,6106903,1659823
1,1,8532824,4384675
1,1,1062262,1457742
1,1,5788291,1010251
1,1,3836645,2493636
1,1,2754140,4827906
1,1,9356147,5101805
1,1,336408,797748
1,1,3242003,551287
1,1,8594230,5370939
1,1,7532282,5667702
1,1,9420450,3611376
1,1,7569672,2991218
1,1,3886638,4882946
1,1,8321858,1947196
1,1,1095276,4394192
1,1,6393595,5676344
1,1,7607024,2657964
1,1,7701249,472783
1,1,4509829,1371972
1,1,8972718,1380737
1,1,319135,935205
1,1,5779242,4572180
1,1,9503714,670144
1,1,469704,4679190
1,1,6249073,6535869
1,1,5725677,6916084
1,1,9852703,9281622
1,1,2001827,5630086
1,1,786053,4962637
1,1,1243150,4637024
1,1,8705722,4863016
1,1,9804737,3408887
1,1,5294957,5086452
1,1,9220370,3932776
1,1,3145946,530530
1,1,7751235,3730184
1,1,5216731,8257151
1,1,8149173,1314940
1,1,6339002,3237032
1,1,8699897,10022653
1,1,6675431,9963991
1,1,4819089,2041724
1,1,591211,9798442
1,1,2657126,2330580
1,1,8021476,1712407
1,1,2657183,6580356
1,1,7755631,2387440
1,1,6279582,1013925
1,1,672242,8238532
1,1,5715604,1485856
1,1,7247721,8798787
1,1,9743465,5210490
1,1,7943659,6319101
1,1,1108241,3488123
1,1,6557996,6169316
1,1,6271871,2850609
1,1,3047791,5381040
1,1,9875885,7892912
1,1,6300932,7857275
1,1,9730166,6664697
1,1,7687083,7994487
1,1,1496112,6079412
1,1,2703771,8829733
1,1,6908347,4914919
1,1,892165,892592
1,1,2865856,5125417
1,1,3453906,2837610
1,1,8598839,6386954
1,1,8599998,6418224
1,1,10046536,10620
1,1,4674351,9936624
1,1,5268623,1818007
1,1,3189932,1373418
1,1,2500830,6335501
1,1,1814461,507350
1,1,8778526,9327736
1,1,8063360,8839821
1,1,2618607,3261886
1,1,8713505,6463999
1,1,5770112,243865
1,1,4776425,7198470
1,1,616740,7357507
1,1,8107883,5227306
1,1,8662910,5403605
1,1,5982679,3644508
1,1,5923308,6774815
1,2,7321216,5608225
1,2,5625405,4113939
1,2,6180738,449122
1,2,7967362,7090637
1,2,5074674,5897835
1,2,8806113,7630756
1,2,9254395,118898
1,2,7698991,2235306
1,2,7290631,10023020
1,2,2687835,6254997
1,2,2442780,9773282
1,2,4202657,5385959
1,2,8364923,101331
1,2,2288227,6650334
1,2,7576407,5316122
1,2,9035499,1288591
1,2,3736668,5983514
1,2,1227405,3113297
1,2,4356795,868187
1,2,10015887,4891311
1,2,4651330,355956
1,2,3950475,6759052
1,2,7043889,2090046
1,2,9187020,5363973
1,2,2785319,6365468
1,2,2200372,6362900
1,2,3977286,3731010
1,2,8774594,9799484
1,2,8923936,2916511
1,2,8424067,6939459
1,2,7822624,4876404
1,2,6837167,123279
1,2,6296911,1962643
1,2,60820,3688241
1,2,7472992,5208372
1,2,9304292,3715063
1,2,4554617,2419996
1,2,8410384,6536414
1,2,3589124,6280097
1,2,8853931,6670048
1,2,7675613,3826578
1,2,7188276,1218249
1,2,7398873,144098
1,2,8398153,7794998
1,2,3273438,6279216
1,2,1530844,4577589
1,2,8167437,5625785
1,2,1326421,6511100
1,2,9249916,2624067
1,2,7554134,4295268
1,2,1202773,2659801
1,2,3016553,7627859
1,2,8966439,6954476
1,2,912757,625721
1,2,7540654,6968424
1,2,1809244,9124287
1,2,6113453,9112215
1,2,5174438,3720519
1,2,4798468,1749253
1,2,4995645,2472444
1,2,4775203,4200350
1,2,329443,6990759
1,2,3396412,457751
1,2,5008016,3747091
1,2,7950442,6031501
1,2,9109380,8439638
1,2,1412625,7670024
1,2,8086877,4763335
1,2,9380236,3311376
1,2,9831048,3782615
1,2,6915811,3368465
1,2,340516,1929490
1,2,2441161,1427316
1,2,2612598,4512775
1,2,1269330,4661333
1,2,9387426,4867814
1,2,8432304,2764836
1,2,9176493,6488299
1,2,9988930,7446441
1,2,7529952,5003794
1,2,676722,6017981
1,2,1907589,685409
1,2,9455909,7020893
1,2,8944660,7816400
1,2,8509837,5271899
1,2,845037,6768420
1,2,5006232,1522787
1,2,8741269,1982058
1,2,8366132,9193680
1,2,2494176,5996512
1,2,2849039,3356848
1,2,2520508,4797138
1,2,9899402,723553
1,2,9507898,3768822
1,2,6590897,9126359
1,2,2615573,8264753
1,2,7297899,10070789
1,2,9255074,7585497
1,2,954002,1836208
1,2,3968936,388212
1,3,6697735,2638202
1,3,7400181,6605324
1,3,708078,989224
1,3,9344538,5040619
1,3,1834427,8176941
1,3,1525648,5279660
1,3,4569091,9121700
1,3,7564377,7137466
1,3,9526274,6337607
1,3,6274025,389421
1,3,630138,3294198
1,3,5947429,8867247
1,3,3926845,4488761
1,3,2332293,4270993
1,3,7374845,7873555
1,3,8092112,6916851
1,3,6058917,1853081
1,3,5219043,5931260
1,3,8112623,2561242
1,3,83118,8508293
1,3,2816306,9713926
1,3,8422104,3847806
1,3,5793406,1466410
1,3,8024205,873750
