5,5,0,10
5,5,0,10
5,5,0,10
5,5,0,10
5,5,0,10
5,5,1788941,4014884
5,5,1349053,311142
5,5,9459721,3034974
5,5,0,10
5,5,0,10
5,5,0,10
5,5,0,10
5,5,0,10
5,5,2976832,3353577
5,5,4704652,6529128
5,5,254116,8483320
5,5,0,20
5,6,5630984,8603119
5,6,3504093,4492706
5,5,0,20
5,6,546339,1783956
5,6,6676287,3332351
5,5,7912724,5171112
5,5,1788941,4014884
5,5,1349053,311142
5,5,9459721,3034974
5,5,2976832,3353577
5,5,4704652,6529128
5,5,254116,8483320
5,6,5630984,8603119
5,6,3504093,4492706
5,6,546339,1783956
5,6,6676287,3332351
5,5,9915579,8651850
5,5,9915579,8651850
5,5,9915579,8651850
5,5,9915579,8651850
5,5,9915579,8651850
5,5,7912724,5171112
5,5,7912724,5171112
5,5,7912724,5171112
5,5,7912724,5171112
5,5,1349053,311142
5,5,1349053,311142
5,5,1349053,311142
5,5,1349053,311142
5,5,1349053,311142
5,5,1349053,311142
5,5,2540,0
5,5,2540,0
5,5,2540,0
5,5,2540,0
5,5,2540,0
5,5,1788941,4014884
5,5,1788941,4014884
5,5,1788941,4014884
5,5,1788941,4014884
5,5,7432080,638656
5,5,7432080,638656
5,5,7432080,638656
5,5,7432080,638656
5,5,7432080,638656
3,9,8762682,2667047
3,9,8762682,2667047
3,9,8762682,2667047
3,9,8762682,2667047
3,9,8762682,2667047
3,9,8762682,2667047
4,4,6883864,7091680
4,4,6883864,7091680
4,4,6883864,7091680
4,4,6883864,7091680
4,4,6883864,7091680
5,5,8666986,9412011
5,5,8666986,9412011
5,5,8666986,9412011
5,5,7912724,5171112
5,5,1788941,4014884
5,5,1349053,311142
5,5,9459721,3034974
5,5,2976832,3353577
5,5,7432080,638656
5,5,8666986,9412011
5,5,9915579,8651859
5,5,7912724,5171112
5,5,1788941,4014884
5,5,1349053,311142
5,5,9459721,3034974
5,5,2976832,3353577
5,5,7432080,638656
5,5,8666986,9412011
5,5,9915579,8651859
5,5,7912724,5171112
5,5,1788941,4014884
5,5,1349053,311142
5,5,9459721,3034974
5,5,2976832,3353577
1,1,8206492,9123798
1,1,1279104,9200189
1,1,6369584,982498
1,1,2805237,5508590
1,1,9644708,9719062
1,1,1587594,9776520
1,1,9641285,4889058
1,1,8061009,1429182
1,1,4248287,9223957
1,1,7979691,9664709
1,1,6605099,359714
1,1,8553051,9407862
