1,1,8206492,9123798
1,1,1279104,9200189
1,2,6369584,982498
1,2,2805237,5508590
1,3,9644708,9719062
1,3,1587594,9776520
1,4,9641285,4889058
1,4,8061009,1429182
1,5,4248287,9223957
1,5,7979691,9664709
1,6,6605099,359714
1,6,8553051,9407862
1,7,6836716,7632512
1,7,7485373,3950797
1,8,6602452,1724317
1,8,7111812,320643
1,9,2789370,465071
1,9,978382,8294469
1,10,6998821,3194057
1,10,9571331,346966
2,2,4419353,3843335
2,2,7710844,8009834
2,3,1882317,4933265
2,3,4488269,6510137
2,4,7145241,7601755
2,4,2780326,6846462
2,5,6598625,1637944
2,5,1198631,5019887
2,6,9667242,3428613
2,6,5895244,2254397
2,7,7567310,2569504
2,7,5096369,7041611
2,8,8973828,9662684
2,8,5511954,1396326
2,9,1503798,2593811
2,9,8468318,2561315
2,10,8202072,2452961
2,10,9360222,3525292
3,3,1980251,2529100
3,3,6205252,4767311
3,4,3542171,8368713
3,4,5895207,5537218
3,5,9238645,2879179
3,5,7627074,7592110
3,6,3832128,5719514
3,6,764059,543425
3,7,5346580,7848341
3,7,9408038,1308510
3,8,5729607,4728045
3,8,119886,3395745
3,9,1633618,8000614
3,9,3134785,5323772
3,10,1668535,6063602
3,10,2648839,6588362
4,4,6942272,7535929
4,4,4538184,844310
4,5,2306423,9199801
4,5,1534862,8318232
4,6,5422578,10033797
4,6,787441,4458979
4,7,1074284,9688940
4,7,46679,7805464
4,8,8232475,8750128
4,8,850499,4026903
4,9,2617604,8058874
4,9,4345515,9172708
4,10,1831696,2657215
4,10,1465974,1370581
5,5,8756146,5839208
5,5,5538593,1460090
5,6,8592352,6265794
5,6,3535048,5169824
5,7,4047304,765192
5,7,2416610,1242158
5,8,1852453,2416977
5,8,4203018,500155
5,9,9092816,9516587
5,9,4944341,4928110
5,10,3401756,9066000
5,10,3719323,1120115
6,6,7859269,3925734
6,6,2434491,4068498
6,7,971560,1329331
6,7,9489022,9630886
6,8,5793921,602143
6,8,2364874,3557271
6,9,8271666,155154
6,9,433367,1702191
6,10,6538365,7370442
6,10,6524570,4542033
7,7,5509873,2984759
7,7,7501090,1903293
7,8,6917704,1848458
7,8,3711646,6301687
7,9,7859021,817158
7,9,9361454,7813545
7,10,4903321,4390286
7,10,4500332,3085775
8,8,5122070,5144864
8,8,8235743,8006123
8,9,6490043,3813630
8,9,8174831,5367008
8,10,3532779,9458310
8,10,8823136,5541576
9,9,6270024,5913143
9,9,2092532,3034373
9,10,4743484,2321645
9,10,8504495,1961808
10,10,2275649,1719496
10,10,2293201,4388675
